"","CBSA","MDIV","STCOU","NAME","LSAD","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017"
"109",21300,NA,NA,"Elmira, NY","Metropolitan Statistical Area",88830,88841,88985,88983,89197,88374,87414,87030,86040,85557,144,-2,214,-823,-960,-384,-990,-483,254,1024,1049,1023,918,1024,937,937,197,970,916,928,881,1017,981,932,57,54,133,95,37,7,-44,5,18,61,74,66,70,73,78,81,73,-107,21,-998,-1086,-458,-1024,-569,91,-46,95,-932,-1016,-385,-946,-488,-4,-10,-14,14,19,-6,0,0
"110",21340,NA,NA,"El Paso, TX","Metropolitan Statistical Area",804123,804123,806983,822747,834478,833522,836753,836326,841220,844818,2860,15764,11731,-956,3231,-427,4894,3598,3301,13867,13977,13725,13603,13738,13309,13283,1128,4794,4829,4857,4941,5310,5312,5399,2173,9073,9148,8868,8662,8428,7997,7884,260,1517,3053,2666,2905,3747,3439,3110,472,5117,-333,-12696,-8396,-12739,-6540,-7411,732,6634,2720,-10030,-5491,-8992,-3101,-4301,-45,57,-137,206,60,137,-2,15
"111",21420,NA,NA,"Enid, OK","Metropolitan Statistical Area",60580,60580,60736,60664,61270,62272,62704,63163,62384,61581,156,-72,606,1002,432,459,-779,-803,251,965,937,949,994,1034,937,952,180,719,643,718,697,690,647,648,71,246,294,231,297,344,290,304,49,205,249,156,119,151,130,109,40,-529,73,612,23,-26,-1199,-1218,89,-324,322,768,142,125,-1069,-1109,-4,6,-10,3,-7,-10,0,2
"112",21500,NA,NA,"Erie, PA","Metropolitan Statistical Area",280566,280564,280775,281288,281503,280647,279351,278111,276321,274541,211,513,215,-856,-1296,-1240,-1790,-1780,838,3285,3203,3114,3159,3140,3150,3031,547,2804,2816,2917,2853,2929,2774,2756,291,481,387,197,306,211,376,275,64,498,843,556,561,516,928,924,-116,-441,-997,-1614,-2181,-1967,-3095,-2990,-52,57,-154,-1058,-1620,-1451,-2167,-2066,-28,-25,-18,5,18,0,1,11
"113",21660,NA,NA,"Eugene, OR","Metropolitan Statistical Area",351715,351713,351880,353419,354486,355041,357564,361721,368283,374748,167,1539,1067,555,2523,4157,6562,6465,947,3468,3477,3451,3641,3709,3555,3685,726,3123,3407,3309,3383,3523,3554,3481,221,345,70,142,258,186,1,204,111,577,519,380,582,665,660,657,-122,659,531,88,1718,3286,5894,5583,-11,1236,1050,468,2300,3951,6554,6240,-43,-42,-53,-55,-35,20,7,21
"114",21780,NA,NA,"Evansville, IN-KY","Metropolitan Statistical Area",311552,311554,311787,312631,313452,314454,315055,315439,315700,315669,233,844,821,1002,601,384,261,-31,992,3781,3802,3792,3687,3776,3729,3683,832,3062,2966,3248,3171,3322,3298,3247,160,719,836,544,516,454,431,436,29,155,217,209,216,236,247,245,73,-1,-208,274,-85,-274,-408,-696,102,154,9,483,131,-38,-161,-451,-29,-29,-24,-25,-46,-32,-9,-16
"115",21820,NA,NA,"Fairbanks, AK","Metropolitan Statistical Area",97581,97585,98276,98136,100354,100898,99308,99643,100602,99703,691,-140,2218,544,-1590,335,959,-899,481,1775,1600,1711,1701,1697,1699,1700,118,448,450,472,436,491,508,494,363,1327,1150,1239,1265,1206,1191,1206,104,138,443,384,299,430,291,132,195,-1640,585,-1071,-3228,-1307,-524,-2242,299,-1502,1028,-687,-2929,-877,-233,-2110,29,35,40,-8,74,6,1,5
"116",22020,NA,NA,"Fargo, ND-MN","Metropolitan Statistical Area",208777,208777,209350,212706,216972,223477,227998,232987,237483,241356,573,3356,4266,6505,4521,4989,4496,3873,737,2994,3145,3206,3345,3420,3498,3507,373,1348,1254,1455,1449,1535,1521,1536,364,1646,1891,1751,1896,1885,1977,1971,115,542,684,683,809,871,889,883,98,1148,1660,3964,1791,2215,1626,1019,213,1690,2344,4647,2600,3086,2515,1902,-4,20,31,107,25,18,4,0
"117",22140,NA,NA,"Farmington, NM","Metropolitan Statistical Area",130044,130045,130205,129649,129677,129324,128958,128125,127772,126926,160,-556,28,-353,-366,-833,-353,-846,457,1922,1865,1935,1903,1857,1742,1700,201,880,895,907,938,1023,1062,1043,256,1042,970,1028,965,834,680,657,4,-21,-6,27,9,14,15,14,-92,-1607,-942,-1424,-1360,-1694,-1049,-1521,-88,-1628,-948,-1397,-1351,-1680,-1034,-1507,-8,30,6,16,20,13,1,4
"118",22180,NA,NA,"Fayetteville, NC","Metropolitan Statistical Area",366383,366322,374710,380366,380740,384464,384360,384554,386646,386662,8388,5656,374,3724,-104,194,2092,16,1597,6957,6615,6459,6816,6419,6395,6290,593,2580,2588,2681,2682,2738,2851,2925,1004,4377,4027,3778,4134,3681,3544,3365,480,723,3181,1935,1675,2140,1416,835,5984,562,-6984,-1958,-5984,-5685,-2864,-4197,6464,1285,-3803,-23,-4309,-3545,-1448,-3362,920,-6,150,-31,71,58,-4,13
"119",22220,NA,NA,"Fayetteville-Springdale-Rogers, AR-MO","Metropolitan Statistical Area",463204,463210,465290,475098,484093,492739,502187,513262,525176,537463,2080,9808,8995,8646,9448,11075,11914,12287,1756,6937,7208,6971,7147,7197,7453,7482,725,3289,3483,3485,3457,3803,3672,3579,1031,3648,3725,3486,3690,3394,3781,3903,243,1196,1143,955,1261,1423,1485,1478,769,4848,4063,4136,4431,6176,6635,6873,1012,6044,5206,5091,5692,7599,8120,8351,37,116,64,69,66,82,13,33
"120",22380,NA,NA,"Flagstaff, AZ","Metropolitan Statistical Area",134421,134435,134612,134181,136002,136448,137209,138682,140079,140776,177,-431,1821,446,761,1473,1397,697,430,1801,1726,1682,1664,1677,1587,1615,165,719,729,741,710,786,896,888,265,1082,997,941,954,891,691,727,25,61,104,140,184,211,215,212,-101,-1599,688,-624,-359,369,488,-241,-76,-1538,792,-484,-175,580,703,-29,-12,25,32,-11,-18,2,3,-1
"121",22420,NA,NA,"Flint, MI","Metropolitan Statistical Area",425790,425788,424938,421901,418054,415489,412673,410249,408607,407385,-850,-3037,-3847,-2565,-2816,-2424,-1642,-1222,1314,5216,4968,4915,5036,4817,4779,4675,1105,4145,4197,4227,4440,4696,4453,4444,209,1071,771,688,596,121,326,231,59,185,168,150,163,176,177,176,-1163,-4368,-4862,-3436,-3603,-2715,-2141,-1624,-1104,-4183,-4694,-3286,-3440,-2539,-1964,-1448,45,75,76,33,28,-6,-4,-5
"122",22500,NA,NA,"Florence, SC","Metropolitan Statistical Area",205566,205571,205667,205822,206146,206066,206525,206307,205818,205831,96,155,324,-80,459,-218,-489,13,608,2613,2630,2577,2504,2575,2481,2448,483,2272,2200,2429,2202,2284,2340,2345,125,341,430,148,302,291,141,103,22,90,51,30,71,85,91,92,-30,-258,-132,-228,124,-575,-718,-172,-8,-168,-81,-198,195,-490,-627,-80,-21,-18,-25,-30,-38,-19,-3,-10
"123",22520,NA,NA,"Florence-Muscle Shoals, AL","Metropolitan Statistical Area",147137,147137,147260,147137,147221,147216,147444,146780,146646,147038,123,-123,84,-5,228,-664,-134,392,401,1554,1514,1534,1530,1557,1578,1543,357,1768,1691,1848,1800,1837,1885,1812,44,-214,-177,-314,-270,-280,-307,-269,23,76,42,8,10,17,17,17,74,34,237,317,508,-385,158,650,97,110,279,325,518,-368,175,667,-18,-19,-18,-16,-20,-16,-2,-6
"124",22540,NA,NA,"Fond du Lac, WI","Metropolitan Statistical Area",101633,101630,101585,101841,101823,101783,101952,101916,102210,102548,-45,256,-18,-40,169,-36,294,338,305,1096,1123,1127,1068,1073,1060,1043,251,916,910,976,940,935,878,884,54,180,213,151,128,138,182,159,11,101,116,158,168,178,188,189,-108,-17,-343,-345,-118,-347,-74,-5,-97,84,-227,-187,50,-169,114,184,-2,-8,-4,-4,-9,-5,-2,-5
"125",22660,NA,NA,"Fort Collins, CO","Metropolitan Statistical Area",299630,299628,300427,305027,310521,315859,323673,332840,338531,343976,799,4600,5494,5338,7814,9167,5691,5445,843,3317,3407,3375,3495,3446,3472,3488,489,1868,1870,1988,1980,2253,2223,2202,354,1449,1537,1387,1515,1193,1249,1286,44,319,365,398,433,485,499,489,399,2791,3523,3495,5728,7357,3931,3649,443,3110,3888,3893,6161,7842,4430,4138,2,41,69,58,138,132,12,21
"126",22900,NA,NA,"Fort Smith, AR-OK","Metropolitan Statistical Area",280467,280538,280686,281216,281027,280156,279858,280393,281032,282086,148,530,-189,-871,-298,535,639,1054,774,3170,3485,3610,3680,3648,3546,3520,619,2646,2904,3036,2978,3045,3136,3054,155,524,581,574,702,603,410,466,25,136,204,198,287,343,352,354,-16,-118,-955,-1641,-1271,-382,-117,245,9,18,-751,-1443,-984,-39,235,599,-16,-12,-19,-2,-16,-29,-6,-11
"127",23060,NA,NA,"Fort Wayne, IN","Metropolitan Statistical Area",416257,416254,416927,419867,421669,424155,426321,428909,431296,434617,673,2940,1802,2486,2166,2588,2387,3321,1554,5980,5945,5876,5895,5994,6002,5956,687,3422,3505,3584,3618,3868,3639,3608,867,2558,2440,2292,2277,2126,2363,2348,153,731,688,667,669,750,766,765,-323,-296,-1294,-428,-723,-228,-736,228,-170,435,-606,239,-54,522,30,993,-24,-53,-32,-45,-57,-60,-6,-20
"128",23420,NA,NA,"Fresno, CA","Metropolitan Statistical Area",930450,930495,932218,940360,946851,953787,963170,972333,979534,989255,1723,8142,6491,6936,9383,9163,7201,9721,3896,16319,15946,15728,15854,15665,15290,15228,1589,5997,6264,6521,6287,6489,6985,7120,2307,10322,9682,9207,9567,9176,8305,8108,294,1473,1434,1458,1661,2037,2093,2083,-868,-3632,-4614,-3690,-1716,-1945,-3198,-441,-574,-2159,-3180,-2232,-55,92,-1105,1642,-10,-21,-11,-39,-129,-105,1,-29
"129",23460,NA,NA,"Gadsden, AL","Metropolitan Statistical Area",104430,104427,104457,104354,104257,103865,103374,102942,102726,102755,30,-103,-97,-392,-491,-432,-216,29,260,1251,1156,1145,1205,1154,1216,1192,288,1355,1408,1347,1382,1374,1432,1444,-28,-104,-252,-202,-177,-220,-216,-252,12,33,6,-9,1,5,9,8,60,-19,163,-168,-303,-205,-4,278,72,14,169,-177,-302,-200,5,286,-14,-13,-14,-13,-12,-12,-5,-5
"130",23540,NA,NA,"Gainesville, FL","Metropolitan Statistical Area",264275,264276,264607,266825,268543,269608,272745,276689,281551,284687,331,2218,1718,1065,3137,3944,4862,3136,744,3003,3191,3039,3054,3107,3049,3087,376,1929,1856,1985,2024,2055,2146,2178,368,1074,1335,1054,1030,1052,903,909,271,1266,1068,1077,1277,1378,1400,1395,-314,-92,-669,-1073,858,1520,2549,832,-43,1174,399,4,2135,2898,3949,2227,6,-30,-16,7,-28,-6,10,0
"131",23580,NA,NA,"Gainesville, GA","Metropolitan Statistical Area",179684,179697,180059,182467,184401,186765,189480,192506,196237,199335,362,2408,1934,2364,2715,3026,3731,3098,635,2612,2547,2470,2433,2619,2720,2700,221,1192,1256,1322,1367,1478,1543,1539,414,1420,1291,1148,1066,1141,1177,1161,54,200,139,140,182,234,249,247,-97,802,531,1087,1453,1640,2302,1682,-43,1002,670,1227,1635,1874,2551,1929,-9,-14,-27,-11,14,11,3,8
"132",23900,NA,NA,"Gettysburg, PA","Metropolitan Statistical Area",101407,101417,101464,101460,101228,101059,101231,101637,101684,102336,47,-4,-232,-169,172,406,47,652,270,1053,922,1026,1026,1015,1009,1016,202,923,919,1021,967,1041,1029,998,68,130,3,5,59,-26,-20,18,2,25,46,32,55,65,69,73,-13,-156,-275,-197,73,383,-1,567,-11,-131,-229,-165,128,448,68,640,-10,-3,-6,-9,-15,-16,-1,-6
"133",24020,NA,NA,"Glens Falls, NY","Metropolitan Statistical Area",128923,128936,129008,128803,128405,127862,127379,126701,126325,126152,72,-205,-398,-543,-483,-678,-376,-173,283,1254,1269,1218,1150,1135,1152,1118,299,1261,1264,1247,1275,1414,1247,1308,-16,-7,5,-29,-125,-279,-95,-190,7,22,32,47,65,68,71,71,93,-210,-423,-557,-410,-460,-349,-48,100,-188,-391,-510,-345,-392,-278,23,-12,-10,-12,-4,-13,-7,-3,-6
"134",24140,NA,NA,"Goldsboro, NC","Metropolitan Statistical Area",122623,122646,122864,124080,124547,124715,124664,124454,124476,124172,218,1216,467,168,-51,-210,22,-304,403,1661,1769,1728,1737,1698,1601,1605,225,1144,1114,1110,1102,1157,1186,1316,178,517,655,618,635,541,415,289,78,174,446,388,351,414,348,291,-22,527,-631,-839,-1041,-1171,-739,-885,56,701,-185,-451,-690,-757,-391,-594,-16,-2,-3,1,4,6,-2,1
"135",24220,NA,NA,"Grand Forks, ND-MN","Metropolitan Statistical Area",98461,98464,98592,98061,99047,100712,101295,101819,102231,102414,128,-531,986,1665,583,524,412,183,347,1331,1398,1355,1412,1478,1459,1465,195,841,816,847,799,809,807,816,152,490,582,508,613,669,652,649,49,180,282,220,264,296,275,253,-65,-1219,127,922,-292,-433,-514,-717,-16,-1039,409,1142,-28,-137,-239,-464,-8,18,-5,15,-2,-8,-1,-2
"136",24260,NA,NA,"Grand Island, NE","Metropolitan Statistical Area",81850,81850,82061,82675,83365,83899,84442,84626,84968,85045,211,614,690,534,543,184,342,77,286,1171,1146,1196,1283,1284,1252,1255,156,792,735,769,746,787,742,734,130,379,411,427,537,497,510,521,70,273,250,284,310,349,368,367,18,-32,38,-173,-293,-669,-533,-812,88,241,288,111,17,-320,-165,-445,-7,-6,-9,-4,-11,7,-3,1
"137",24300,NA,NA,"Grand Junction, CO","Metropolitan Statistical Area",146723,146717,146424,147276,147406,147250,147215,148116,149794,151616,-293,852,130,-156,-35,901,1678,1822,477,1907,1817,1854,1761,1827,1705,1762,330,1305,1307,1385,1383,1489,1499,1451,147,602,510,469,378,338,206,311,4,10,-25,-35,-47,-41,-39,-40,-451,258,-332,-574,-350,609,1510,1546,-447,268,-357,-609,-397,568,1471,1506,7,-18,-23,-16,-16,-5,1,5
"138",24340,NA,NA,"Grand Rapids-Wyoming, MI","Metropolitan Statistical Area",988938,988940,989416,997100,1007613,1019146,1029762,1039064,1048826,1059113,476,7684,10513,11533,10616,9302,9762,10287,3516,13332,13535,13675,13558,13539,13511,13548,1724,6974,7163,7341,7370,7774,7705,7674,1792,6358,6372,6334,6188,5765,5806,5874,257,1411,1636,1849,1995,2182,2237,2233,-1608,41,2581,3374,2546,1474,1730,2217,-1351,1452,4217,5223,4541,3656,3967,4450,35,-126,-76,-24,-113,-119,-11,-37
"139",24420,NA,NA,"Grants Pass, OR","Metropolitan Statistical Area",82713,82713,82866,82666,82732,83108,83350,84422,85338,86352,153,-200,66,376,242,1072,916,1014,215,782,780,819,860,879,867,879,235,1212,1156,1184,1181,1194,1213,1183,-20,-430,-376,-365,-321,-315,-346,-304,2,-26,-23,-26,-22,-15,-13,-12,171,270,471,764,583,1388,1278,1329,173,244,448,738,561,1373,1265,1317,0,-14,-6,3,2,14,-3,1
"140",24500,NA,NA,"Great Falls, MT","Metropolitan Statistical Area",81327,81324,81491,81674,81596,82119,81991,81829,81488,81654,167,183,-78,523,-128,-162,-341,166,311,1197,1180,1184,1152,1200,1106,1106,231,820,790,794,796,827,880,812,80,377,390,390,356,373,226,294,49,20,224,105,77,114,57,-2,40,-203,-694,36,-556,-649,-623,-121,89,-183,-470,141,-479,-535,-566,-123,-2,-11,2,-8,-5,0,-1,-5
"141",24540,NA,NA,"Greeley, CO","Metropolitan Statistical Area",252825,252839,254182,258528,263754,269804,275584,284382,294243,304633,1343,4346,5226,6050,5780,8798,9861,10390,942,3754,3792,3822,3956,4081,4314,4485,366,1442,1459,1567,1611,1726,1768,1758,576,2312,2333,2255,2345,2355,2546,2727,26,157,131,96,147,201,205,203,691,1851,2716,3638,3251,6143,7097,7419,717,2008,2847,3734,3398,6344,7302,7622,50,26,46,61,37,99,13,41
"142",24580,NA,NA,"Green Bay, WI","Metropolitan Statistical Area",306241,306241,306750,308651,310682,312000,314054,315687,317441,320050,509,1901,2031,1318,2054,1633,1754,2609,1022,3918,4005,3947,4017,3900,3900,3902,519,2325,2328,2398,2289,2577,2452,2438,503,1593,1677,1549,1728,1323,1448,1464,71,342,342,346,389,429,444,448,-35,5,51,-546,-12,-81,-135,714,36,347,393,-200,377,348,309,1162,-30,-39,-39,-31,-51,-38,-3,-17
"143",24660,NA,NA,"Greensboro-High Point, NC","Metropolitan Statistical Area",723801,723850,725174,730431,735879,741089,746975,752140,756564,761184,1324,5257,5448,5210,5886,5165,4424,4620,2094,8624,8573,8777,8629,8751,8566,8597,1311,6169,6187,6668,6465,6959,7005,7076,783,2455,2386,2109,2164,1792,1561,1521,325,1440,1456,1544,1611,1801,1861,1861,296,1381,1667,1594,2208,1659,1015,1273,621,2821,3123,3138,3819,3460,2876,3134,-80,-19,-61,-37,-97,-87,-13,-35
"144",24780,NA,NA,"Greenville, NC","Metropolitan Statistical Area",168148,168166,168843,170806,173023,174434,175079,176237,177627,179042,677,1963,2217,1411,645,1158,1390,1415,544,2096,2159,2126,2139,2131,2105,2097,215,1143,1186,1195,1167,1256,1293,1301,329,953,973,931,972,875,812,796,37,194,197,192,196,224,226,225,294,816,1038,301,-507,84,349,396,331,1010,1235,493,-311,308,575,621,17,0,9,-13,-16,-25,3,-2
"145",24860,NA,NA,"Greenville-Anderson-Mauldin, SC","Metropolitan Statistical Area",824112,824109,825762,833632,841312,848866,860506,872507,884512,895923,1653,7870,7680,7554,11640,12001,12005,11411,2562,10359,10263,10199,10398,10734,10750,10750,1650,7498,7588,7975,7959,8261,8438,8367,912,2861,2675,2224,2439,2473,2312,2383,292,1360,1067,1096,1389,1558,1598,1592,477,3646,3942,4210,7728,7935,8090,7434,769,5006,5009,5306,9117,9493,9688,9026,-28,3,-4,24,84,35,5,2
"146",25060,NA,NA,"Gulfport-Biloxi-Pascagoula, MS","Metropolitan Statistical Area",370702,370787,371367,375571,378568,381800,385531,388012,390836,394232,580,4204,2997,3232,3731,2481,2824,3396,1179,4872,4893,4757,4978,4917,4947,4808,921,3357,3402,3697,3611,3914,3777,3714,258,1515,1491,1060,1367,1003,1170,1094,171,390,1018,600,681,885,710,561,136,2292,498,1580,1724,611,942,1741,307,2682,1516,2180,2405,1496,1652,2302,15,7,-10,-8,-41,-18,2,0
"147",25180,NA,NA,"Hagerstown-Martinsburg, MD-WV","Metropolitan Statistical Area",251599,251602,252341,254363,255881,257380,259123,260695,263080,265498,739,2022,1518,1499,1743,1572,2385,2418,748,3021,3079,3159,3150,3130,3059,3063,591,2246,2351,2432,2429,2546,2513,2511,157,775,728,727,721,584,546,552,50,227,216,195,238,264,277,277,509,1021,580,572,767,723,1566,1595,559,1248,796,767,1005,987,1843,1872,23,-1,-6,5,17,1,-4,-6
"148",25220,NA,NA,"Hammond, LA","Metropolitan Statistical Area",121097,121101,121485,122629,123637,125443,126954,128735,130623,132497,384,1144,1008,1806,1511,1781,1888,1874,394,1850,1895,1927,1956,1924,1995,1959,200,1073,1141,1170,1192,1203,1240,1300,194,777,754,757,764,721,755,659,17,65,83,89,90,103,112,113,166,310,190,954,658,952,1020,1100,183,375,273,1043,748,1055,1132,1213,7,-8,-19,6,-1,5,1,2
"149",25260,NA,NA,"Hanford-Corcoran, CA","Metropolitan Statistical Area",152982,152982,152404,152030,151265,150675,149862,150482,149797,150101,-578,-374,-765,-590,-813,620,-685,304,570,2578,2395,2464,2301,2359,2234,2220,215,753,816,802,825,818,801,865,355,1825,1579,1662,1476,1541,1433,1355,85,121,387,176,175,275,196,128,-1117,-2371,-2789,-2480,-2523,-1199,-2317,-1189,-1032,-2250,-2402,-2304,-2348,-924,-2121,-1061,99,51,58,52,59,3,3,10
"150",25420,NA,NA,"Harrisburg-Carlisle, PA","Metropolitan Statistical Area",549475,549473,550108,552121,555085,558323,561510,565301,568008,571903,635,2013,2964,3238,3187,3791,2707,3895,1586,6585,6438,6595,6685,6641,6548,6496,1166,5071,5079,5206,4948,5238,5259,5220,420,1514,1359,1389,1737,1403,1289,1276,305,1264,1530,1606,1752,1871,1885,1880,-54,-709,108,288,-254,557,-458,761,251,555,1638,1894,1498,2428,1427,2641,-36,-56,-33,-45,-48,-40,-9,-22
"151",25500,NA,NA,"Harrisonburg, VA","Metropolitan Statistical Area",125228,125223,125416,126847,128481,129052,130532,131319,133241,134442,193,1431,1634,571,1480,787,1922,1201,345,1412,1329,1364,1433,1397,1555,1507,214,906,950,975,894,1022,1015,1002,131,506,379,389,539,375,540,505,85,391,397,534,581,631,658,656,-10,535,847,-346,374,-212,722,40,75,926,1244,188,955,419,1380,696,-13,-1,11,-6,-14,-7,2,0
"152",25540,NA,NA,"Hartford-West Hartford-East Hartford, CT","Metropolitan Statistical Area",1212381,1212398,1214343,1217106,1216064,1216966,1215275,1213041,1210075,1210259,1945,2763,-1042,902,-1691,-2234,-2966,184,3148,12450,12086,11880,11862,12144,11519,11547,2446,10395,10114,10339,10248,10575,10524,10514,702,2055,1972,1541,1614,1569,995,1033,1118,5196,5012,5063,5396,5799,5883,5857,206,-4467,-8086,-5676,-8763,-9634,-9863,-6723,1324,729,-3074,-613,-3367,-3835,-3980,-866,-81,-21,60,-26,62,32,19,17
"153",25620,NA,NA,"Hattiesburg, MS","Metropolitan Statistical Area",142842,142857,143289,145256,146520,147718,147919,148538,148943,148877,432,1967,1264,1198,201,619,405,-66,468,2080,2001,2051,1950,1994,1957,1969,296,1211,1212,1300,1257,1292,1332,1306,172,869,789,751,693,702,625,663,15,75,145,115,91,108,93,90,229,1009,323,327,-615,-186,-311,-819,244,1084,468,442,-524,-78,-218,-729,16,14,7,5,32,-5,-2,0
"154",25860,NA,NA,"Hickory-Lenoir-Morganton, NC","Metropolitan Statistical Area",365497,365835,365602,364536,363606,363413,362725,363044,364506,366534,-233,-1066,-930,-193,-688,319,1462,2028,926,3760,3887,3741,3756,3822,3780,3732,869,3760,3748,3955,3807,4118,3987,3956,57,0,139,-214,-51,-296,-207,-224,57,234,286,331,389,450,470,470,-325,-1290,-1339,-276,-987,220,1205,1803,-268,-1056,-1053,55,-598,670,1675,2273,-22,-10,-16,-34,-39,-55,-6,-21
"155",25940,NA,NA,"Hilton Head Island-Bluffton-Beaufort, SC","Metropolitan Statistical Area",187010,187010,187776,189211,193299,197536,201995,207501,211568,215302,766,1435,4088,4237,4459,5506,4067,3734,586,2403,2362,2357,2382,2455,2373,2349,431,1522,1467,1613,1722,1737,1847,1872,155,881,895,744,660,718,526,477,172,286,974,427,348,527,324,178,416,276,2169,3010,3360,4189,3215,3061,588,562,3143,3437,3708,4716,3539,3239,23,-8,50,56,91,72,2,18
"156",25980,NA,NA,"Hinesville, GA","Metropolitan Statistical Area",77917,77919,77334,80297,80459,78900,81212,79385,79984,80400,-585,2963,162,-1559,2312,-1827,599,416,406,1368,1937,1667,1625,1827,1695,1693,119,375,394,399,397,453,444,449,287,993,1543,1268,1228,1374,1251,1244,92,123,911,371,350,497,272,104,-1071,1792,-2387,-3292,686,-3768,-922,-929,-979,1915,-1476,-2921,1036,-3271,-650,-825,107,55,95,94,48,70,-2,-3
"157",26140,NA,NA,"Homosassa Springs, FL","Metropolitan Statistical Area",141236,141236,141178,139765,139198,138865,138920,140443,142990,145647,-58,-1413,-567,-333,55,1523,2547,2657,244,1061,1065,1007,1035,1024,1035,1061,597,2277,2309,2437,2431,2575,2530,2542,-353,-1216,-1244,-1430,-1396,-1551,-1495,-1481,15,58,66,65,91,95,92,93,284,-228,629,1031,1352,2939,3952,4034,299,-170,695,1096,1443,3034,4044,4127,-4,-27,-18,1,8,40,-2,11
"158",26300,NA,NA,"Hot Springs, AR","Metropolitan Statistical Area",96024,96011,96077,96834,96969,97627,97720,97734,98231,98658,66,757,135,658,93,14,497,427,292,1149,1079,1111,1080,1094,1112,1104,364,1342,1350,1423,1308,1387,1312,1277,-72,-193,-271,-312,-228,-293,-200,-173,2,-20,-18,-10,-11,-2,1,1,134,956,432,970,349,319,700,601,136,936,414,960,338,317,701,602,2,14,-8,10,-17,-10,-4,-2
"159",26380,NA,NA,"Houma-Thibodaux, LA","Metropolitan Statistical Area",208178,208183,208251,208604,208897,209938,211413,212291,211740,210512,68,353,293,1041,1475,878,-551,-1228,686,2841,2897,2781,2961,3081,3043,2953,391,1757,1819,1948,1969,1973,1904,1958,295,1084,1078,833,992,1108,1139,995,47,229,244,221,240,278,295,302,-276,-955,-1025,3,279,-489,-1987,-2529,-229,-726,-781,224,519,-211,-1692,-2227,2,-5,-4,-16,-36,-19,2,4
"160",26420,NA,NA,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area",5920416,5920486,5947419,6057947,6183726,6329553,6496862,6664187,6798010,6892427,26933,110528,125779,145827,167309,167325,133823,94417,22306,92015,91502,93050,97403,100689,103142,102941,8297,32777,33662,35743,36476,37982,40376,41404,14009,59238,57840,57307,60927,62707,62766,61537,5782,28431,28620,31993,37432,41830,43203,43094,7072,23079,39090,55934,67995,62411,27796,-10372,12854,51510,67710,87927,105427,104241,70999,32722,70,-220,229,593,955,377,58,158
"161",26580,NA,NA,"Huntington-Ashland, WV-KY-OH","Metropolitan Statistical Area",364908,364928,365040,364927,364794,363889,362837,360957,358857,356474,112,-113,-133,-905,-1052,-1880,-2100,-2383,945,4101,4151,4238,4322,4120,3914,3843,936,4203,4010,4332,4308,4565,4360,4259,9,-102,141,-94,14,-445,-446,-416,24,55,63,17,45,55,56,56,113,-35,-308,-806,-1076,-1466,-1704,-2013,137,20,-245,-789,-1031,-1411,-1648,-1957,-34,-31,-29,-22,-35,-24,-6,-10
"162",26620,NA,NA,"Huntsville, AL","Metropolitan Statistical Area",417593,417593,419279,425049,429876,435275,440212,444373,449232,455448,1686,5770,4827,5399,4937,4161,4859,6216,1187,5259,5034,4979,5202,5238,5191,5194,761,3402,3291,3564,3432,3794,3965,3965,426,1857,1743,1415,1770,1444,1226,1229,122,565,573,422,520,590,593,583,1082,3310,2517,3534,2666,2162,3040,4405,1204,3875,3090,3956,3186,2752,3633,4988,56,38,-6,28,-19,-35,0,-1
"163",26820,NA,NA,"Idaho Falls, ID","Metropolitan Statistical Area",133265,133333,133813,134926,136153,136807,137815,139464,142405,145643,480,1113,1227,654,1008,1649,2941,3238,659,2538,2424,2446,2308,2511,2401,2481,181,870,960,973,994,1024,970,997,478,1668,1464,1473,1314,1487,1431,1484,0,9,-6,8,28,43,43,47,9,-559,-218,-832,-327,129,1471,1706,9,-550,-224,-824,-299,172,1514,1753,-7,-5,-13,5,-7,-10,-4,1
